spec_index,target_positions_per_month,min_trades_per_month,score_step,chip_weight,tech_weight,fundamental_weight,threshold,trades,months,win_rate,avg_return_pct,monthly_avg_return_pct,objective
11,5,5,0.5,1.0,1.0,1.0,9.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,9.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,10.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,10.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,11.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,11.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,12.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,12.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,13.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,13.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,14.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,14.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,15.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,15.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,16.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,16.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,17.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,17.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,18.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,18.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,19.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,19.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,20.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,20.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,21.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,21.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,22.0,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,22.5,25,5,0.6,0.044891,0.044891,0.29469
11,5,5,0.5,1.0,1.0,1.0,23.0,25,5,0.6,0.044891,0.044891,0.29469
17,10,8,0.5,1.0,1.0,1.0,18.5,48,5,0.583333,0.057766,0.059278,0.294649
23,10,8,0.5,1.0,1.0,1.0,18.5,48,5,0.583333,0.057766,0.059278,0.294649
16,10,5,0.5,1.0,1.2,0.8,22.0,43,5,0.581395,0.059301,0.059714,0.294347
22,10,5,0.5,1.0,1.2,0.8,22.0,43,5,0.581395,0.059301,0.059714,0.294347
12,10,6,0.5,1.4,1.2,0.8,25.5,43,5,0.581395,0.058689,0.058407,0.293836
18,10,6,0.5,1.4,1.2,0.8,25.5,43,5,0.581395,0.058689,0.058407,0.293836
14,10,6,0.5,1.2,1.2,0.8,22.5,46,5,0.565217,0.071589,0.069477,0.293194
14,10,6,0.5,1.2,1.2,0.8,23.0,46,5,0.565217,0.071589,0.069477,0.293194
20,10,6,0.5,1.2,1.2,0.8,22.5,46,5,0.565217,0.071589,0.069477,0.293194
20,10,6,0.5,1.2,1.2,0.8,23.0,46,5,0.565217,0.071589,0.069477,0.293194
15,10,5,0.5,1.2,1.0,1.0,23.5,41,5,0.585366,0.052329,0.055103,0.292889
21,10,5,0.5,1.2,1.0,1.0,23.5,41,5,0.585366,0.052329,0.055103,0.292889
12,10,7,0.5,1.4,1.2,0.8,23.0,47,5,0.574468,0.062932,0.061718,0.29282
12,10,7,0.5,1.4,1.2,0.8,23.5,47,5,0.574468,0.062932,0.061718,0.29282
18,10,7,0.5,1.4,1.2,0.8,23.0,47,5,0.574468,0.062932,0.061718,0.29282
18,10,7,0.5,1.4,1.2,0.8,23.5,47,5,0.574468,0.062932,0.061718,0.29282
15,10,6,0.5,1.2,1.0,1.0,22.5,45,5,0.577778,0.059441,0.059329,0.292665
21,10,6,0.5,1.2,1.0,1.0,22.5,45,5,0.577778,0.059441,0.059329,0.292665
17,10,5,0.5,1.0,1.0,1.0,22.5,40,5,0.6,0.036723,0.045005,0.292268
23,10,5,0.5,1.0,1.0,1.0,22.5,40,5,0.6,0.036723,0.045005,0.292268
14,10,5,0.5,1.2,1.2,0.8,24.0,42,5,0.571429,0.059093,0.059953,0.289859
20,10,5,0.5,1.2,1.2,0.8,24.0,42,5,0.571429,0.059093,0.059953,0.289859
12,10,6,0.5,1.4,1.2,0.8,24.0,46,5,0.565217,0.063694,0.062213,0.289009
12,10,6,0.5,1.4,1.2,0.8,24.5,46,5,0.565217,0.063694,0.062213,0.289009
18,10,6,0.5,1.4,1.2,0.8,24.0,46,5,0.565217,0.063694,0.062213,0.289009
18,10,6,0.5,1.4,1.2,0.8,24.5,46,5,0.565217,0.063694,0.062213,0.289009
12,10,6,0.5,1.4,1.2,0.8,26.0,42,5,0.571429,0.057361,0.056992,0.288599
18,10,6,0.5,1.4,1.2,0.8,26.0,42,5,0.571429,0.057361,0.056992,0.288599
13,10,5,0.5,1.4,1.0,1.0,26.0,40,5,0.575,0.049811,0.055476,0.287562
13,10,5,0.5,1.4,1.0,1.0,26.5,40,5,0.575,0.049811,0.055476,0.287562
19,10,5,0.5,1.4,1.0,1.0,26.0,40,5,0.575,0.049811,0.055476,0.287562
19,10,5,0.5,1.4,1.0,1.0,26.5,40,5,0.575,0.049811,0.055476,0.287562
17,10,5,0.5,1.0,1.0,1.0,23.0,39,5,0.589744,0.036243,0.043204,0.287059
23,10,5,0.5,1.0,1.0,1.0,23.0,39,5,0.589744,0.036243,0.043204,0.287059
12,10,6,0.5,1.4,1.2,0.8,25.0,44,5,0.568182,0.057292,0.056538,0.287004
18,10,6,0.5,1.4,1.2,0.8,25.0,44,5,0.568182,0.057292,0.056538,0.287004
5,5,4,0.5,1.0,1.0,1.0,23.5,24,5,0.583333,0.043295,0.045045,0.28675
5,5,4,0.5,1.0,1.0,1.0,24.0,24,5,0.583333,0.043295,0.045045,0.28675
16,10,10,0.5,1.0,1.2,0.8,0.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,0.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,1.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,1.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,2.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,2.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,3.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,3.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,4.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,4.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,5.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,5.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,6.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,6.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,7.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,7.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,8.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,8.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,9.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,9.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,10.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,10.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,11.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,11.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,12.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,12.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,13.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,13.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,14.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,14.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,15.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,15.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,16.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,16.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,17.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,17.5,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,18.0,50,5,0.56,0.06194,0.06194,0.286067
16,10,10,0.5,1.0,1.2,0.8,18.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,0.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,0.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,1.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,1.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,2.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,2.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,3.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,3.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,4.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,4.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,5.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,5.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,6.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,6.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,7.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,7.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,8.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,8.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,9.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,9.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,10.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,10.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,11.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,11.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,12.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,12.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,13.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,13.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,14.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,14.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,15.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,15.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,16.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,16.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,17.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,17.5,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,18.0,50,5,0.56,0.06194,0.06194,0.286067
22,10,10,0.5,1.0,1.2,0.8,18.5,50,5,0.56,0.06194,0.06194,0.286067
17,10,7,0.5,1.0,1.0,1.0,19.0,47,5,0.574468,0.049088,0.048706,0.285413
23,10,7,0.5,1.0,1.0,1.0,19.0,47,5,0.574468,0.049088,0.048706,0.285413
13,10,4,0.5,1.4,1.0,1.0,27.0,38,5,0.578947,0.045152,0.044416,0.285176
25,15,4,0.5,1.4,1.0,1.0,27.0,38,5,0.578947,0.045152,0.044416,0.285176
37,20,4,0.5,1.4,1.0,1.0,27.0,38,5,0.578947,0.045152,0.044416,0.285176
17,10,5,0.5,1.0,1.0,1.0,22.0,41,5,0.585366,0.03576,0.042038,0.284652
23,10,5,0.5,1.0,1.0,1.0,22.0,41,5,0.585366,0.03576,0.042038,0.284652
17,10,4,0.5,1.0,1.0,1.0,24.0,31,5,0.580645,0.035412,0.041375,0.282258
29,15,4,0.5,1.0,1.0,1.0,24.0,31,5,0.580645,0.035412,0.041375,0.282258
41,20,4,0.5,1.0,1.0,1.0,24.0,31,5,0.580645,0.035412,0.041375,0.282258
0,5,4,0.5,1.4,1.2,0.8,28.5,24,5,0.583333,0.03589,0.0356,0.282167
17,10,6,0.5,1.0,1.0,1.0,19.5,46,5,0.565217,0.04955,0.049201,0.281513
17,10,6,0.5,1.0,1.0,1.0,20.0,46,5,0.565217,0.04955,0.049201,0.281513
17,10,6,0.5,1.0,1.0,1.0,20.5,46,5,0.565217,0.04955,0.049201,0.281513
23,10,6,0.5,1.0,1.0,1.0,19.5,46,5,0.565217,0.04955,0.049201,0.281513
23,10,6,0.5,1.0,1.0,1.0,20.0,46,5,0.565217,0.04955,0.049201,0.281513
23,10,6,0.5,1.0,1.0,1.0,20.5,46,5,0.565217,0.04955,0.049201,0.281513
3,5,4,0.5,1.2,1.0,1.0,25.5,24,5,0.583333,0.033558,0.033361,0.280907
17,10,10,0.5,1.0,1.0,1.0,0.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,0.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,1.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,1.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,2.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,2.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,3.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,3.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,4.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,4.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,5.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,5.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,6.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,6.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,7.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,7.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,8.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,8.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,9.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,9.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,10.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,10.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,11.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,11.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,12.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,12.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,13.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,13.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,14.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,14.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,15.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,15.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,16.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,16.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,17.0,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,17.5,50,5,0.56,0.050838,0.050838,0.279961
17,10,10,0.5,1.0,1.0,1.0,18.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,0.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,0.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,1.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,1.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,2.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,2.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,3.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,3.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,4.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,4.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,5.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,5.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,6.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,6.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,7.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,7.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,8.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,8.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,9.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,9.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,10.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,10.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,11.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,11.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,12.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,12.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,13.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,13.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,14.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,14.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,15.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,15.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,16.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,16.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,17.0,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,17.5,50,5,0.56,0.050838,0.050838,0.279961
23,10,10,0.5,1.0,1.0,1.0,18.0,50,5,0.56,0.050838,0.050838,0.279961
13,10,6,0.5,1.4,1.0,1.0,24.0,45,5,0.555556,0.054137,0.054458,0.279856
19,10,6,0.5,1.4,1.0,1.0,24.0,45,5,0.555556,0.054137,0.054458,0.279856
12,10,9,0.5,1.4,1.2,0.8,22.5,49,5,0.55102,0.055652,0.05469,0.278327
18,10,9,0.5,1.4,1.2,0.8,22.5,49,5,0.55102,0.055652,0.05469,0.278327
15,10,6,0.5,1.2,1.0,1.0,23.0,43,5,0.55814,0.047998,0.048208,0.277614
21,10,6,0.5,1.2,1.0,1.0,23.0,43,5,0.55814,0.047998,0.048208,0.277614
13,10,7,0.5,1.4,1.0,1.0,22.5,47,5,0.553191,0.051335,0.050818,0.277041
19,10,7,0.5,1.4,1.0,1.0,22.5,47,5,0.553191,0.051335,0.050818,0.277041
17,10,5,0.5,1.0,1.0,1.0,21.5,42,5,0.571429,0.033912,0.038801,0.277017
23,10,5,0.5,1.0,1.0,1.0,21.5,42,5,0.571429,0.033912,0.038801,0.277017
13,10,6,0.5,1.4,1.0,1.0,24.5,43,5,0.55814,0.04619,0.047658,0.276934
13,10,6,0.5,1.4,1.0,1.0,25.0,43,5,0.55814,0.04619,0.047658,0.276934
19,10,6,0.5,1.4,1.0,1.0,24.5,43,5,0.55814,0.04619,0.047658,0.276934
19,10,6,0.5,1.4,1.0,1.0,25.0,43,5,0.55814,0.04619,0.047658,0.276934
14,10,10,0.5,1.2,1.2,0.8,0.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,0.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,1.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,1.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,2.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,2.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,3.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,3.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,4.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,4.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,5.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,5.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,6.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,6.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,7.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,7.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,8.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,8.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,9.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,9.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,10.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,10.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,11.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,11.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,12.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,12.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,13.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,13.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,14.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,14.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,15.0,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,15.5,50,5,0.54,0.05883,0.05883,0.275357
14,10,10,0.5,1.2,1.2,0.8,16.0,50,5,0.54,0.05883,0.05883,0.275357
