spec_index,target_positions_per_month,min_trades_per_month,score_step,chip_weight,tech_weight,fundamental_weight,value_weight,threshold,trades,months,win_rate,avg_return_pct,monthly_avg_return_pct,objective
16,10,5,0.5,1.0,1.2,0.8,1.4,23.0,42,5,0.547619,0.043615,0.046936,0.246047
16,10,5,0.5,1.0,1.2,0.8,1.4,23.5,42,5,0.547619,0.043615,0.046936,0.246047
22,10,5,0.5,1.0,1.2,0.8,1.4,22.5,42,5,0.547619,0.043615,0.046936,0.246047
22,10,5,0.5,1.0,1.2,0.8,1.4,23.0,42,5,0.547619,0.043615,0.046936,0.246047
22,10,5,0.5,1.0,1.2,0.8,1.4,23.5,42,5,0.547619,0.043615,0.046936,0.246047
16,10,8,0.5,1.0,1.2,0.8,1.4,19.0,48,5,0.541667,0.04468,0.043438,0.243164
16,10,8,0.5,1.0,1.2,0.8,1.4,19.5,48,5,0.541667,0.04468,0.043438,0.243164
16,10,8,0.5,1.0,1.2,0.8,1.4,20.0,48,5,0.541667,0.04468,0.043438,0.243164
22,10,8,0.5,1.0,1.2,0.8,1.4,19.0,48,5,0.541667,0.04468,0.043438,0.243164
22,10,8,0.5,1.0,1.2,0.8,1.4,19.5,48,5,0.541667,0.04468,0.043438,0.243164
22,10,8,0.5,1.0,1.2,0.8,1.4,20.0,48,5,0.541667,0.04468,0.043438,0.243164
24,15,4,0.5,1.2,1.0,1.0,0.8,25.5,48,5,0.5625,0.024794,0.034748,0.242365
29,15,4,0.5,1.2,1.0,1.0,1.4,25.5,48,5,0.5625,0.024794,0.034748,0.242365
36,20,4,0.5,1.2,1.0,1.0,0.8,25.5,48,5,0.5625,0.024794,0.034748,0.242365
41,20,4,0.5,1.2,1.0,1.0,1.4,25.5,48,5,0.5625,0.024794,0.034748,0.242365
13,10,7,0.5,1.2,1.2,0.8,1.0,22.0,47,5,0.531915,0.047582,0.04729,0.241242
19,10,7,0.5,1.2,1.2,0.8,1.0,22.0,47,5,0.531915,0.047582,0.04729,0.241242
13,10,5,0.5,1.2,1.2,0.8,1.0,24.5,41,5,0.536585,0.042354,0.0469,0.241183
13,10,5,0.5,1.2,1.2,0.8,1.0,25.0,41,5,0.536585,0.042354,0.0469,0.241183
13,10,5,0.5,1.2,1.2,0.8,1.0,25.5,41,5,0.536585,0.042354,0.0469,0.241183
13,10,5,0.5,1.2,1.2,0.8,1.0,26.0,41,5,0.536585,0.042354,0.0469,0.241183
15,10,5,0.5,1.4,1.2,0.8,1.0,27.0,41,5,0.536585,0.042354,0.0469,0.241183
15,10,5,0.5,1.4,1.2,0.8,1.0,27.5,41,5,0.536585,0.042354,0.0469,0.241183
19,10,5,0.5,1.2,1.2,0.8,1.0,24.5,41,5,0.536585,0.042354,0.0469,0.241183
19,10,5,0.5,1.2,1.2,0.8,1.0,25.0,41,5,0.536585,0.042354,0.0469,0.241183
19,10,5,0.5,1.2,1.2,0.8,1.0,25.5,41,5,0.536585,0.042354,0.0469,0.241183
19,10,5,0.5,1.2,1.2,0.8,1.0,26.0,41,5,0.536585,0.042354,0.0469,0.241183
21,10,5,0.5,1.4,1.2,0.8,1.0,27.0,41,5,0.536585,0.042354,0.0469,0.241183
21,10,5,0.5,1.4,1.2,0.8,1.0,27.5,41,5,0.536585,0.042354,0.0469,0.241183
16,10,5,0.5,1.0,1.2,0.8,1.4,22.0,43,5,0.534884,0.041628,0.044515,0.239652
22,10,5,0.5,1.0,1.2,0.8,1.4,22.0,43,5,0.534884,0.041628,0.044515,0.239652
16,10,4,0.5,1.0,1.2,0.8,1.4,25.5,37,5,0.540541,0.033955,0.04137,0.238443
13,10,4,0.5,1.2,1.2,0.8,1.0,27.0,39,5,0.538462,0.037521,0.039701,0.238442
15,10,4,0.5,1.4,1.2,0.8,1.0,28.5,39,5,0.538462,0.037521,0.039701,0.238442
15,10,4,0.5,1.4,1.2,0.8,1.0,29.0,39,5,0.538462,0.037521,0.039701,0.238442
13,10,6,0.5,1.2,1.2,0.8,1.0,22.5,46,5,0.521739,0.048011,0.047785,0.237446
13,10,6,0.5,1.2,1.2,0.8,1.0,23.0,46,5,0.521739,0.048011,0.047785,0.237446
19,10,6,0.5,1.2,1.2,0.8,1.0,22.5,46,5,0.521739,0.048011,0.047785,0.237446
19,10,6,0.5,1.2,1.2,0.8,1.0,23.0,46,5,0.521739,0.048011,0.047785,0.237446
28,15,4,0.5,1.0,1.2,0.8,1.4,25.5,39,5,0.538462,0.031993,0.041886,0.237054
40,20,4,0.5,1.0,1.2,0.8,1.4,25.5,39,5,0.538462,0.031993,0.041886,0.237054
24,15,4,0.5,1.2,1.0,1.0,0.8,26.0,42,5,0.547619,0.025247,0.036236,0.236943
29,15,4,0.5,1.2,1.0,1.0,1.4,26.0,42,5,0.547619,0.025247,0.036236,0.236943
36,20,4,0.5,1.2,1.0,1.0,0.8,26.0,42,5,0.547619,0.025247,0.036236,0.236943
41,20,4,0.5,1.2,1.0,1.0,1.4,26.0,42,5,0.547619,0.025247,0.036236,0.236943
15,10,6,0.5,1.4,1.2,0.8,1.0,24.0,46,5,0.521739,0.046261,0.046175,0.236431
15,10,6,0.5,1.4,1.2,0.8,1.0,24.5,46,5,0.521739,0.046261,0.046175,0.236431
15,10,6,0.5,1.4,1.2,0.8,1.0,25.0,46,5,0.521739,0.046261,0.046175,0.236431
21,10,6,0.5,1.4,1.2,0.8,1.0,24.0,46,5,0.521739,0.046261,0.046175,0.236431
21,10,6,0.5,1.4,1.2,0.8,1.0,24.5,46,5,0.521739,0.046261,0.046175,0.236431
21,10,6,0.5,1.4,1.2,0.8,1.0,25.0,46,5,0.521739,0.046261,0.046175,0.236431
3,5,5,0.5,1.4,1.2,0.8,1.0,0.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,0.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,1.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,1.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,2.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,2.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,3.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,3.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,4.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,4.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,5.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,5.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,6.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,6.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,7.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,7.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,8.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,8.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,9.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,9.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,10.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,10.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,11.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,11.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,12.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,12.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,13.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,13.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,14.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,14.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,15.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,15.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,16.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,16.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,17.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,17.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,18.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,18.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,19.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,19.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,20.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,20.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,21.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,21.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,22.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,22.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,23.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,23.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,24.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,24.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,25.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,25.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,26.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,26.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,27.0,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,27.5,25,5,0.52,0.044678,0.044678,0.234807
3,5,5,0.5,1.4,1.2,0.8,1.0,28.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,0.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,0.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,1.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,1.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,2.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,2.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,3.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,3.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,4.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,4.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,5.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,5.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,6.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,6.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,7.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,7.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,8.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,8.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,9.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,9.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,10.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,10.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,11.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,11.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,12.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,12.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,13.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,13.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,14.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,14.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,15.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,15.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,16.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,16.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,17.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,17.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,18.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,18.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,19.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,19.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,20.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,20.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,21.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,21.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,22.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,22.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,23.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,23.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,24.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,24.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,25.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,25.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,26.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,26.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,27.0,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,27.5,25,5,0.52,0.044678,0.044678,0.234807
9,5,5,0.5,1.4,1.2,0.8,1.0,28.0,25,5,0.52,0.044678,0.044678,0.234807
1,5,5,0.5,1.2,1.2,0.8,1.0,0.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,0.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,1.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,1.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,2.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,2.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,3.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,3.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,4.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,4.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,5.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,5.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,6.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,6.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,7.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,7.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,8.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,8.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,9.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,9.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,10.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,10.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,11.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,11.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,12.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,12.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,13.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,13.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,14.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,14.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,15.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,15.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,16.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,16.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,17.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,17.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,18.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,18.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,19.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,19.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,20.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,20.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,21.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,21.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,22.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,22.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,23.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,23.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,24.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,24.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,25.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,25.5,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,26.0,25,5,0.52,0.044244,0.044244,0.234546
1,5,5,0.5,1.2,1.2,0.8,1.0,26.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,0.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,0.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,1.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,1.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,2.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,2.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,3.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,3.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,4.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,4.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,5.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,5.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,6.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,6.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,7.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,7.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,8.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,8.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,9.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,9.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,10.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,10.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,11.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,11.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,12.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,12.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,13.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,13.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,14.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,14.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,15.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,15.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,16.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,16.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,17.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,17.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,18.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,18.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,19.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,19.5,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,20.0,25,5,0.52,0.044244,0.044244,0.234546
4,5,5,0.5,1.0,1.2,0.8,1.4,20.5,25,5,0.52,0.044244,0.044244,0.234546
